At. num	Sp. Name	Ion Charge	El. Name	Isoel. Seq.	Ground Shells (a)	Ground Level	Prefix	Ionization Energy (eV)	Suffix	Uncertainty (b) (eV)	References	
"20"	"Ca XIII"	"+12"	"Calcium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"728.6"	"]"	"1.1"	"L11770"	
"20"	"Ca XIV"	"+13"	"Calcium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"817.2"	"]"	"0.6"	"L11770"	
"20"	"Ca XV"	"+14"	"Calcium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"894.0"	"]"	"0.4"	"L11770"	
"20"	"Ca XVI"	"+15"	"Calcium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"973.7"	"]"	"0.3"	"L11770"	
"20"	"Ca XVII"	"+16"	"Calcium"	"Be"	"1s2.2s2"	"1S0"	"["	"1086.8"	"]"	"0.4"	"L11770"	
"20"	"Ca XVIII"	"+17"	"Calcium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"1157.726"	")"	"0.007"	"L16264c99"	
"20"	"Ca XIX"	"+18"	"Calcium"	"He"	"1s2"	"1S0"	"("	"5128.8576"	")"	"0.0003"	"L21139"	
"20"	"Ca XX"	"+19"	"Calcium"	"H"	"1s"	"2S<1/2>"	"("	"5469.86358"	")"	"0.00006"	"L19200"	
"21"	"Sc I"	"0"	"Scandium"	"Sc"	"[Ar].3d.4s2"	"2D<3/2>"	""	"6.56149"	""	"0.00006"	"L7185,L2110"	
"21"	"Sc II"	"+1"	"Scandium"	"Ca"	"[Ar].3d.4s"	"3D<1>"	""	"12.79977"	""	"0.00025"	"L7185,L5141"	
"21"	"Sc III"	"+2"	"Scandium"	"K"	"[Ar].3d"	"2D<3/2>"	""	"24.756839"	""	"0.000012"	"L1891,L7185"	
"21"	"Sc IV"	"+3"	"Scandium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	""	"73.4894"	""	"0.0004"	"L7185,L2826"	
"21"	"Sc V"	"+4"	"Scandium"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"91.95"	"]"	"0.03"	"L11770"	
"21"	"Sc VI"	"+5"	"Scandium"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"110.68"	"]"	"0.05"	"L7185"	
"21"	"Sc VII"	"+6"	"Scandium"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"137.99"	"]"	"0.25"	"L7185"	
"21"	"Sc VIII"	"+7"	"Scandium"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"158.08"	"]"	"0.25"	"L7185"	
"21"	"Sc IX"	"+8"	"Scandium"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	""	"180.03"	""	"0.12"	"L7185"	
"21"	"Sc X"	"+9"	"Scandium"	"Mg"	"[Ne].3s2"	"1S0"	"["	"225.18"	"]"	"0.05"	"L7185"	
"21"	"Sc XI"	"+10"	"Scandium"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"249.798"	"]"	"0.005"	"L10106"	
"21"	"Sc XII"	"+11"	"Scandium"	"Ne"	"1s2.2s2.2p6"	"1S0"	""	"687.36"	""	"0.12"	"L7185"	
"21"	"Sc XIII"	"+12"	"Scandium"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"757.7"	"]"	"1.0"	"L11770"	
"21"	"Sc XIV"	"+13"	"Scandium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"833.2"	"]"	"1.4"	"L11770"	
"21"	"Sc XV"	"+14"	"Scandium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"926.5"	"]"	"0.7"	"L11770"	
"21"	"Sc XVI"	"+15"	"Scandium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"1008.6"	"]"	"0.4"	"L11770"	
"21"	"Sc XVII"	"+16"	"Scandium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"1093.5"	"]"	"0.4"	"L11770"	
"21"	"Sc XVIII"	"+17"	"Scandium"	"Be"	"1s2.2s2"	"1S0"	"["	"1213.1"	"]"	"0.4"	"L11770"	
"21"	"Sc XIX"	"+18"	"Scandium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"1287.957"	")"	"0.007"	"L16264c99"	
"21"	"Sc XX"	"+19"	"Scandium"	"He"	"1s2"	"1S0"	"("	"5674.9036"	")"	"0.0004"	"L21139"	
"21"	"Sc XXI"	"+20"	"Scandium"	"H"	"1s"	"2S<1/2>"	"("	"6033.75643"	")"	"0.00009"	"L19200"	
"22"	"Ti V"	"+4"	"Titanium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	""	"99.299"	""	"0.012"	"L7185"	
"24"	"Cr I"	"0"	"Chromium"	"Cr"	"[Ar].3d5.4s"	"7S<3>"	""	"6.76651"	""	"0.00004"	"L7185,L2832"	
"24"	"Cr II"	"+1"	"Chromium"	"V"	"[Ar].3d5"	"6S<5/2>"	""	"16.486305"	""	"0.000015"	"L18847"	
"24"	"Cr III"	"+2"	"Chromium"	"Ti"	"[Ar].3d4"	"5D0"	""	"30.959"	""	"0.025"	"L7185,L17500"	
"24"	"Cr IV"	"+3"	"Chromium"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"["	"49.16"	"]"	"0.05"	"L7185,L5498"	
"24"	"Cr V"	"+4"	"Chromium"	"Ca"	"[Ar].3d2"	"3F<2>"	"["	"69.46"	"]"	"0.04"	"L1933,L7185"	
"24"	"Cr VI"	"+5"	"Chromium"	"K"	"[Ar].3d"	"2D<3/2>"	""	"90.6349"	""	"0.0007"	"L7185,L2229"	
"24"	"Cr VII"	"+6"	"Chromium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"160.29"	"]"	"0.06"	"L11770"	
"24"	"Cr VIII"	"+7"	"Chromium"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"184.76"	"]"	"0.15"	"L11770"	
"24"	"Cr IX"	"+8"	"Chromium"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"209.5"	"]"	"0.3"	"L11770"	
"24"	"Cr X"	"+9"	"Chromium"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"244.5"	"]"	"0.5"	"L11770"	
"24"	"Cr XI"	"+10"	"Chromium"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"270.8"	"]"	"0.5"	"L7185"	
"24"	"Cr XII"	"+11"	"Chromium"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"296.7"	"]"	"0.6"	"L11770"	
"24"	"Cr XIII"	"+12"	"Chromium"	"Mg"	"[Ne].3s2"	"1S0"	"["	"354.7"	"]"	"0.3"	"L11770"	
"24"	"Cr XIV"	"+13"	"Chromium"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"384.163"	"]"	"0.006"	"L11770"	
"24"	"Cr XV"	"+14"	"Chromium"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"1011.6"	"]"	"0.5"	"L11770"	
"24"	"Cr XVI"	"+15"	"Chromium"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1097.2"	"]"	"1.4"	"L11770"	
"24"	"Cr XVII"	"+16"	"Chromium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1188.0"	"]"	"2.1"	"L11770c98"	
"24"	"Cr XVIII"	"+17"	"Chromium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"1294.8"	"]"	"1.6"	"L11770"	
"24"	"Cr XIX"	"+18"	"Chromium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"1394.5"	"]"	"0.7"	"L11770"	
"24"	"Cr XX"	"+19"	"Chromium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"1495.1"	"]"	"0.7"	"L11770"	
"24"	"Cr XXI"	"+20"	"Chromium"	"Be"	"1s2.2s2"	"1S0"	"["	"1634.1"	"]"	"0.5"	"L11770"	
"24"	"Cr XXII"	"+21"	"Chromium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"1721.183"	")"	"0.007"	"L16264c99"	
"24"	"Cr XXIII"	"+22"	"Chromium"	"He"	"1s2"	"1S0"	"("	"7481.8624"	")"	"0.0012"	"L21139"	
"24"	"Cr XXIV"	"+23"	"Chromium"	"H"	"1s"	"2S<1/2>"	"("	"7894.80289"	")"	"0.00019"	"L19200"	
"25"	"Mn I"	"0"	"Manganese"	"Mn"	"[Ar].3d5.4s2"	"6S<5/2>"	""	"7.4340380"	""	"0.0000012"	"L19057"	
"25"	"Mn II"	"+1"	"Manganese"	"Cr"	"[Ar].3d5.4s"	"7S<3>"	""	"15.63999"	""	"0.00007"	"L7185,L562"	
"25"	"Mn III"	"+2"	"Manganese"	"V"	"[Ar].3d5"	"6S<5/2>"	""	"33.668"	""	"0.012"	"L7185,L457"	
"25"	"Mn IV"	"+3"	"Manganese"	"Ti"	"[Ar].3d4"	"5D0"	"["	"51.21"	"]"	"0.12"	"L7185,L241"	
"25"	"Mn V"	"+4"	"Manganese"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"["	"72.41"	"]"	"0.10"	"L7185,L241c99"	
"25"	"Mn VI"	"+5"	"Manganese"	"Ca"	"[Ar].3d2"	"3F<2>"	""	"95.604"	""	"0.025"	"L7185"	
"25"	"Mn VII"	"+6"	"Manganese"	"K"	"[Ar].3d"	"2D<3/2>"	""	"119.203"	""	"0.012"	"L7185,L5223"	
"25"	"Mn VIII"	"+7"	"Manganese"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"195.5"	"]"	"0.3"	"L11770"	
"25"	"Mn IX"	"+8"	"Manganese"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"221.89"	"]"	"0.17"	"L11770"	
"25"	"Mn X"	"+9"	"Manganese"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"248.6"	"]"	"0.3"	"L11770"	
"25"	"Mn XI"	"+10"	"Manganese"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"286.1"	"]"	"0.5"	"L11770"	
"25"	"Mn XII"	"+11"	"Manganese"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"314.4"	"]"	"0.6"	"L7185"	
"25"	"Mn XIII"	"+12"	"Manganese"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"343.6"	"]"	"0.7"	"L7185"	
"25"	"Mn XIV"	"+13"	"Manganese"	"Mg"	"[Ne].3s2"	"1S0"	"["	"402.95"	"]"	"0.25"	"L7185"	
"25"	"Mn XV"	"+14"	"Manganese"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"435.172"	"]"	"0.007"	"L11770"	
"25"	"Mn XVI"	"+15"	"Manganese"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"1133.7"	"]"	"0.6"	"L11770"	
"25"	"Mn XVII"	"+16"	"Manganese"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1224.1"	"]"	"1.5"	"L11770"	
"25"	"Mn XVIII"	"+17"	"Manganese"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1320.3"	"]"	"2.5"	"L11770"	
"25"	"Mn XIX"	"+18"	"Manganese"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"1430.9"	"]"	"2.2"	"L11770"	
"25"	"Mn XX"	"+19"	"Manganese"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"1537.2"	"]"	"0.8"	"L11770"	
"25"	"Mn XXI"	"+20"	"Manganese"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"1643.2"	"]"	"0.7"	"L11770"	
"25"	"Mn XXII"	"+21"	"Manganese"	"Be"	"1s2.2s2"	"1S0"	"["	"1788.7"	"]"	"0.6"	"L11770"	
"25"	"Mn XXIII"	"+22"	"Manganese"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"1879.873"	")"	"0.007"	"L16264c99"	
"25"	"Mn XXIV"	"+23"	"Manganese"	"He"	"1s2"	"1S0"	"("	"8140.7864"	")"	"0.0014"	"L21139"	
"25"	"Mn XXV"	"+24"	"Manganese"	"H"	"1s"	"2S<1/2>"	"("	"8571.95438"	")"	"0.00022"	"L19200"	
"26"	"Fe I"	"0"	"Iron"	"Fe"	"[Ar].3d6.4s2"	"5D<4>"	""	"7.9024681"	""	"0.0000012"	"L7743c109"	
"26"	"Fe II"	"+1"	"Iron"	"Mn"	"[Ar].3d6.4s"	"6D<9/2>"	""	"16.19921"	""	"0.00005"	"L18349"	
"26"	"Fe III"	"+2"	"Iron"	"Cr"	"[Ar].3d6"	"5D<4>"	""	"30.651"	""	"0.012"	"L7185,L1171"	
"26"	"Fe IV"	"+3"	"Iron"	"V"	"[Ar].3d5"	"6S<5/2>"	""	"54.91"	""	"0.04"	"L17209"	
"26"	"Fe V"	"+4"	"Iron"	"Ti"	"[Ar].3d4"	"5D0"	"["	"75.00"	"]"	"0.15"	"L7185,L241"	
"26"	"Fe VI"	"+5"	"Iron"	"Sc"	"[Ar].3d3"	"4F<3/2>"	""	"98.985"	""	"0.015"	"L17209"	
"26"	"Fe VII"	"+6"	"Iron"	"Ca"	"[Ar].3d2"	"3F<2>"	""	"124.9671"	""	"0.0025"	"L22066,L5267"	
"26"	"Fe VIII"	"+7"	"Iron"	"K"	"[Ar].3d"	"2D<3/2>"	""	"151.060"	""	"0.012"	"L7185"	
"26"	"Fe IX"	"+8"	"Iron"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"233.6"	"]"	"0.4"	"L7185"	
"26"	"Fe X"	"+9"	"Iron"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"262.10"	"]"	"0.12"	"L7185"	
"26"	"Fe XI"	"+10"	"Iron"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"290.9"	"]"	"0.4"	"L11770"	
"26"	"Fe XII"	"+11"	"Iron"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"330.8"	"]"	"0.6"	"L11770"	
"26"	"Fe XIII"	"+12"	"Iron"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"361.0"	"]"	"0.7"	"L7185"	
"26"	"Fe XIV"	"+13"	"Iron"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"392.2"	"]"	"0.7"	"L7185"	
"26"	"Fe XV"	"+14"	"Iron"	"Mg"	"[Ne].3s2"	"1S0"	""	"456.2"	""	"0.5"	"L17943"	
"26"	"Fe XVI"	"+15"	"Iron"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"489.312"	"]"	"0.014"	"L11770"	
"26"	"Fe XVII"	"+16"	"Iron"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"1262.7"	"]"	"0.7"	"L11770"	
"26"	"Fe XVIII"	"+17"	"Iron"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1357.8"	"]"	"1.9"	"L11770"	
"26"	"Fe XIX"	"+18"	"Iron"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1460"	"]"	"3"	"L11770"	
"26"	"Fe XX"	"+19"	"Iron"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	""	"1575.6"	""	"0.5"	"L7185"	
"26"	"Fe XXI"	"+20"	"Iron"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"1687.0"	"]"	"1.0"	"L11770"	
"26"	"Fe XXII"	"+21"	"Iron"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"1798.4"	"]"	"0.8"	"L11770"	
"26"	"Fe XXIII"	"+22"	"Iron"	"Be"	"1s2.2s2"	"1S0"	"["	"1950.4"	"]"	"1.8"	"L11770"	
"26"	"Fe XXIV"	"+23"	"Iron"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2045.759"	")"	"0.007"	"L16264c99"	
"26"	"Fe XXV"	"+24"	"Iron"	"He"	"1s2"	"1S0"	"("	"8828.1864"	")"	"0.0012"	"L21139"	
"26"	"Fe XXVI"	"+25"	"Iron"	"H"	"1s"	"2S<1/2>"	"("	"9277.6886"	")"	"0.0003"	"L19200"	
"27"	"Co I"	"0"	"Cobalt"	"Co"	"[Ar].3d7.4s2"	"4F<9/2>"	""	"7.88101"	""	"0.00012"	"L10545"	
"27"	"Co II"	"+1"	"Cobalt"	"Fe"	"[Ar].3d8"	"3F<4>"	""	"17.0844"	""	"0.0012"	"L7185,L2115"	
"27"	"Co III"	"+2"	"Cobalt"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"["	"33.50"	"]"	"0.06"	"L7185,L17500"	
"27"	"Co IV"	"+3"	"Cobalt"	"Cr"	"[Ar].3d6"	"5D<4>"	"["	"51.27"	"]"	"0.10"	"L7185,L241"	
"27"	"Co V"	"+4"	"Cobalt"	"V"	"[Ar].3d5"	"6S<5/2>"	"["	"79.50"	"]"	"0.20"	"L7185,L241"	
"27"	"Co VI"	"+5"	"Cobalt"	"Ti"	"[Ar].3d4"	"5D0"	"["	"102.00"	"]"	"0.20"	"L7185,L241"	
"27"	"Co VII"	"+6"	"Cobalt"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"["	"128.9"	"]"	"0.5"	"L7185,L241c99"	
"27"	"Co VIII"	"+7"	"Cobalt"	"Ca"	"[Ar].3d2"	"3F<2>"	"["	"157.8"	"]"	"0.6"	"L7185"	
"27"	"Co IX"	"+8"	"Cobalt"	"K"	"[Ar].3d"	"2D<3/2>"	""	"186.14"	""	"0.25"	"L7185"	
"27"	"Co X"	"+9"	"Cobalt"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"275.4"	"]"	"0.4"	"L7185"	
"27"	"Co XI"	"+10"	"Cobalt"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"305.32"	"]"	"0.23"	"L11770"	
"27"	"Co XII"	"+11"	"Cobalt"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"336.1"	"]"	"0.4"	"L11770"	
"27"	"Co XIII"	"+12"	"Cobalt"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"378.5"	"]"	"0.7"	"L11770"	
"27"	"Co XIV"	"+13"	"Cobalt"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"410.0"	"]"	"1.0"	"L11770"	
"27"	"Co XV"	"+14"	"Cobalt"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"441.1"	"]"	"1.4"	"L11770"	
"27"	"Co XVI"	"+15"	"Cobalt"	"Mg"	"[Ne].3s2"	"1S0"	"["	"511.96"	"]"	"0.06"	"L7185"	
"27"	"Co XVII"	"+16"	"Cobalt"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"546.588"	"]"	"0.015"	"L11770c98"	
"27"	"Co XVIII"	"+17"	"Cobalt"	"Ne"	"1s2.2s2.2p6"	"1S0"	""	"1397.2"	""	"0.5"	"L7185"	
"27"	"Co XIX"	"+18"	"Cobalt"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	""	"1504.5"	""	"1.2"	"L7185"	
"27"	"Co XX"	"+19"	"Cobalt"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1606"	"]"	"4"	"L11770"	
"27"	"Co XXI"	"+20"	"Cobalt"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"1724"	"]"	"3"	"L11770"	
"27"	"Co XXII"	"+21"	"Cobalt"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"1844.0"	"]"	"1.1"	"L11770"	
"27"	"Co XXIII"	"+22"	"Cobalt"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"1960.8"	"]"	"0.8"	"L11770"	
"27"	"Co XXIV"	"+23"	"Cobalt"	"Be"	"1s2.2s2"	"1S0"	"["	"2119.4"	"]"	"1.9"	"L11770"	
"27"	"Co XXV"	"+24"	"Cobalt"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2218.876"	")"	"0.007"	"L16264c99"	
"27"	"Co XXVI"	"+25"	"Cobalt"	"He"	"1s2"	"1S0"	"("	"9544.1817"	")"	"0.0010"	"L21139"	
"27"	"Co XXVII"	"+26"	"Cobalt"	"H"	"1s"	"2S<1/2>"	"("	"10012.1297"	")"	"0.0004"	"L19200"	
"28"	"Ni I"	"0"	"Nickel"	"Ni"	"[Ar].3d8.4s2"	"3F<4>"	""	"7.639878"	""	"0.000017"	"L12369"	
"28"	"Ni II"	"+1"	"Nickel"	"Co"	"[Ar].3d9"	"2D<5/2>"	""	"18.168838"	""	"0.000025"	"L7185,L897"	
"28"	"Ni III"	"+2"	"Nickel"	"Fe"	"[Ar].3d8"	"3F<4>"	""	"35.187"	""	"0.019"	"L11049"	
"28"	"Ni IV"	"+3"	"Nickel"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"["	"54.92"	"]"	"0.25"	"L7185,L241"	
"28"	"Ni V"	"+4"	"Nickel"	"Cr"	"[Ar].3d6"	"5D<4>"	"["	"76.06"	"]"	"0.06"	"L7185"	
"28"	"Ni VI"	"+5"	"Nickel"	"V"	"[Ar].3d5"	"6S<5/2>"	"["	"108.0"	"]"	"1.0"	"L7185,L241c99"	
"28"	"Ni VII"	"+6"	"Nickel"	"Ti"	"[Ar].3d4"	"5D0"	"("	"132.0"	")"	"2.0"	"L8672c99"	
"28"	"Ni VIII"	"+7"	"Nickel"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"162.0"	")"	"2.1"	"L8672c99"	
"28"	"Ni IX"	"+8"	"Nickel"	"Ca"	"[Ar].3d2"	"3F<2>"	"["	"193.2"	"]"	"0.5"	"L241c99"	
"28"	"Ni X"	"+9"	"Nickel"	"K"	"[Ar].3d"	"2D<3/2>"	"["	"224.7"	"]"	"0.5"	"L7185,L241c99"	
"28"	"Ni XI"	"+10"	"Nickel"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"319.5"	"]"	"0.7"	"L11770"	
"28"	"Ni XII"	"+11"	"Nickel"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"351.6"	"]"	"0.3"	"L11770"	
"28"	"Ni XIII"	"+12"	"Nickel"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"384.5"	"]"	"0.5"	"L11770"	
"28"	"Ni XIV"	"+13"	"Nickel"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"429.3"	"]"	"0.8"	"L11770"	
"28"	"Ni XV"	"+14"	"Nickel"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"462.8"	"]"	"1.1"	"L11770"	
"28"	"Ni XVI"	"+15"	"Nickel"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"495.4"	"]"	"1.7"	"L11770"	
"28"	"Ni XVII"	"+16"	"Nickel"	"Mg"	"[Ne].3s2"	"1S0"	"["	"571.07"	"]"	"0.12"	"L7185"	
"28"	"Ni XVIII"	"+17"	"Nickel"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"607.020"	"]"	"0.019"	"L11770"	
"28"	"Ni XIX"	"+18"	"Nickel"	"Ne"	"1s2.2s2.2p6"	"1S0"	""	"1540.1"	""	"0.5"	"L9858"	
"28"	"Ni XX"	"+19"	"Nickel"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1646"	"]"	"3"	"L11770"	
"28"	"Ni XXI"	"+20"	"Nickel"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1758"	"]"	"4"	"L11770"	
"28"	"Ni XXII"	"+21"	"Nickel"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"1880"	"]"	"5"	"L11770"	
"28"	"Ni XXIII"	"+22"	"Nickel"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2008.1"	"]"	"1.3"	"L11770"	
"28"	"Ni XXIV"	"+23"	"Nickel"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"2130.5"	"]"	"0.9"	"L11770"	
"28"	"Ni XXV"	"+24"	"Nickel"	"Be"	"1s2.2s2"	"1S0"	"["	"2295.6"	"]"	"2.1"	"L11770"	
"28"	"Ni XXVI"	"+25"	"Nickel"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2399.259"	")"	"0.007"	"L16264c99"	
"28"	"Ni XXVII"	"+26"	"Nickel"	"He"	"1s2"	"1S0"	"("	"10288.8848"	")"	"0.0010"	"L21139"	
"28"	"Ni XXVIII"	"+27"	"Nickel"	"H"	"1s"	"2S<1/2>"	"("	"10775.3948"	")"	"0.0004"	"L19200"	
"29"	"Cu I"	"0"	"Copper"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"7.726380"	""	"0.000004"	"L14897"	
"29"	"Cu II"	"+1"	"Copper"	"Ni"	"[Ar].3d10"	"1S0"	""	"20.29239"	""	"0.00006"	"L869,L19804"	
"29"	"Cu III"	"+2"	"Copper"	"Co"	"[Ar].3d9"	"2D<5/2>"	""	"36.841"	""	"0.012"	"L10559,L2987"	
"29"	"Cu IV"	"+3"	"Copper"	"Fe"	"[Ar].3d8"	"3F<4>"	"["	"57.38"	"]"	"0.05"	"L10559,L5144"	
"29"	"Cu V"	"+4"	"Copper"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"["	"79.8"	"]"	"0.7"	"L10559,L241"	
"29"	"Cu VI"	"+5"	"Copper"	"Cr"	"[Ar].3d6"	"5D<4>"	"["	"103.0"	"]"	"1.0"	"L10559,L241"	
"29"	"Cu VII"	"+6"	"Copper"	"V"	"[Ar].3d5"	"6S<5/2>"	"["	"139.0"	"]"	"1.2"	"L10559,L241c99"	
"29"	"Cu VIII"	"+7"	"Copper"	"Ti"	"[Ar].3d4"	"5D0"	"("	"166.0"	")"	"2.1"	"L8672c99"	
"29"	"Cu IX"	"+8"	"Copper"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"198.0"	")"	"2.2"	"L8672c99"	
"29"	"Cu X"	"+9"	"Copper"	"Ca"	"[Ar].3d2"	"3F<2>"	"["	"232.2"	"]"	"0.5"	"L241c99"	
"29"	"Cu XI"	"+10"	"Copper"	"K"	"[Ar].3d"	"2D<3/2>"	""	"265.33"	""	"0.25"	"L10559"	
"29"	"Cu XII"	"+11"	"Copper"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"367.0"	"]"	"0.9"	"L11770"	
"29"	"Cu XIII"	"+12"	"Copper"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"401.0"	"]"	"0.3"	"L11770"	
"29"	"Cu XIV"	"+13"	"Copper"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"436.0"	"]"	"0.6"	"L11770"	
"29"	"Cu XV"	"+14"	"Copper"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"483.1"	"]"	"0.9"	"L11770"	
"29"	"Cu XVI"	"+15"	"Copper"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"518.7"	"]"	"1.2"	"L11770"	
"29"	"Cu XVII"	"+16"	"Copper"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"552.8"	"]"	"2.1"	"L11770"	
"29"	"Cu XVIII"	"+17"	"Copper"	"Mg"	"[Ne].3s2"	"1S0"	"["	"632.5"	"]"	"0.6"	"L11770"	
"29"	"Cu XIX"	"+18"	"Copper"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"670.608"	"]"	"0.020"	"L11770"	
"29"	"Cu XX"	"+19"	"Copper"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"1690.5"	"]"	"0.9"	"L11770"	
"29"	"Cu XXI"	"+20"	"Copper"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1800"	"]"	"3"	"L11770"	
